name,CAT,NOTA,TE,TG,TR,UP,USE,name_stemmed
TARIFA DE USO DOS SISTEMAS ELÉTRICOS DE TRANSMISSÃO (TUST),['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Encargo legal do setor elétrico que incide sobre os consumidores conectados aos sistemas elétricos das concessionárias de transmissão de energia elétrica.
",,TARIFA,['MATÉRIA INFRACONSTITUCIONAL'],TARIFA DE USO DO SISTEMA ELÉTRICO DE TRANSMISSÃO,,tarif de uso do sistem eletr de transmiss (tust)
USO,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,USO EXCLUSIVO,,['DIREITO REAL'],,,uso
USO CIENTÍFICO,['ASP ASPECTOS'],"

NOTA
Atividades desenvolvidas na pesquisa científica, relacionadas com ciência básica, ciência aplicada, desenvolvimento tecnológico, produção e controle de qualidade.
",,,,,,uso cientif
USO COMERCIAL,['DEM DIREITO EMPRESARIAL'],,,,"['NOME COMERCIAL', 'USO INDEVIDO']",,,uso comerc
USO DIRETO DOS RECURSOS NATURAIS,['DAM DIREITO AMBIENTAL'],"

NOTA
Art. 2º (...)
X - uso direto: aquele que envolve coleta e uso, comercial ou não, dos 
recursos naturais.
(Lei 9.985/2000 - Institui o Sistema Nacional de Unidades de Conservação 
da Natureza)
",,,"['RECURSOS NATURAIS', 'USO INDIRETO DOS RECURSOS NATURAIS', 'USO SUSTENTÁVEL DOS RECURSOS NATURAIS']",,,uso diret do recurs natur
USO EXCLUSIVO,['DIC DIREITO CIVIL'],,,USO,,,,uso exclus
USO INDEVIDO,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,,USO,"['EMBALAGEM', 'USO COMERCIAL']",USO NÃO AUTORIZADO,,uso indev
USO INDIRETO DOS RECURSOS NATURAIS,['DAM DIREITO AMBIENTAL'],"

NOTA
Art. 2º (...)
IX - uso indireto: aquele que não envolve consumo, coleta, dano ou 
destruição dos recursos naturais.
(Lei 9.985/2000 - Institui o Sistema Nacional de Unidades de Conservação 
da Natureza)
",,,"['RECURSOS NATURAIS', 'USO DIRETO DOS RECURSOS NATURAIS', 'USO SUSTENTÁVEL DOS RECURSOS NATURAIS']",,,uso indiret do recurs natur
USO NÃO AUTORIZADO,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,,,,,USO INDEVIDO,uso nao autor
USO OBRIGATÓRIO,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,,USO,"['CINTO DE SEGURANÇA', 'SEGURANÇA NO TRÂNSITO']",,,uso obrigatori
USO PARTICULAR,['DIC DIREITO CIVIL'],,,USO,,,,uso particul
USO PERMITIDO,['DPE DIREITO PENAL'],,,USO,"['ARMA DE FOGO', 'ESTATUTO DO DESARMAMENTO', 'USO RESTRITO']",,,uso permit
USO PRÓPRIO,['DPE DIREITO PENAL'],,,USO,"['DROGA', 'POSSE DE MACONHA', 'VICIADO']",CONSUMO PESSOAL,,uso propri
USO RESTRITO,['DPE DIREITO PENAL'],,,USO,"['ARMA DE FOGO', 'ESTATUTO DO DESARMAMENTO', 'USO PERMITIDO']",,,uso restrit
USO SEM AUTORIZAÇÃO,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL']",,,,,,USO INDEVIDO,uso sem autor
USO SUSTENTÁVEL,['DAM DIREITO AMBIENTAL'],,,,['UNIDADE DE CONSERVAÇÃO'],UTILIZAÇÃO SUSTENTÁVEL,,uso sustent
USO SUSTENTÁVEL DOS RECURSOS NATURAIS,['DAM DIREITO AMBIENTAL'],"

NOTA
Art. 2º (...)
XI - uso sustentável: exploração do ambiente de maneira a garantir a 
perenidade dos recursos ambientais renováveis e dos processos 
ecológicos, mantendo a biodiversidade e os demais atributos ecológicos, de 
forma socialmente justa e economicamente viável.
(Lei 9.985/2000 - Institui o Sistema Nacional de Unidades de Conservação
da Natureza)
",,,"['ÁREA DE RESERVA LEGAL', 'RECURSOS NATURAIS', 'USO DIRETO DOS RECURSOS NATURAIS', 'USO INDIRETO DOS RECURSOS NATURAIS']",,,uso sustent do recurs natur
VEÍCULO ADAPTADO PARA USO DE PESSOA COM DEFICIÊNCIA,"['DIC DIREITO CIVIL', 'DTR DIREITO TRIBUTÁRIO']","

NOTA
Lei 13.146/2015: ""Art. 52.  As locadoras de veículos são obrigadas a oferecer 1 (um) veículo adaptado para uso de pessoa com deficiência, a cada conjunto de 20 (vinte) veículos de sua frota.""
",,VEÍCULO AUTOMOTOR,,VEÍCULO PARA DEFICIENTE,,veicul adapt par uso de pesso com defici
USURPAÇÃO DE COMPETÊNCIA,"['DPC DIREITO PROCESSUAL CIVIL', 'DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']",,,,"['COMPETÊNCIA', 'CRIME CONTRA A ADMINISTRAÇÃO PÚBLICA', 'USURPAÇÃO DE FUNÇÃO PÚBLICA']",,,usurp de compet
USURPAÇÃO DE FUNÇÃO PÚBLICA,['DPE DIREITO PENAL'],,,CRIME PRATICADO POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL,"['FUNÇÃO PÚBLICA', 'USURPAÇÃO DE COMPETÊNCIA', 'VANTAGEM INDEVIDA']",,,usurp de func public
ALÍQUOTA AD VALOREM,['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Art. 149. Compete exclusivamente à União instituir contribuições sociais, 
de intervenção no domínio econômico e de interesse das categorias 
profissionais ou econômicas, como instrumento de sua atuação nas 
respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e 
sem prejuízo do previsto no art. 195, § 6º, relativamente às contribuições 
a que alude o dispositivo. (...)
§ 2º As contribuições sociais e de intervenção no domínio econômico de
que trata o caput deste artigo: (Incluído pela Emenda Constitucional nº 33, 
de 2001) (...)
III - poderão ter alíquotas: (Incluído pela Emenda Constitucional nº 33, de 
2001)
a) ad valorem, tendo por base o faturamento, a receita bruta ou o valor da 
operação e, no caso de importação, o valor aduaneiro; (Incluído pela 
Emenda Constitucional nº 33, de 2001).
(Constituição Federal de
",,ALÍQUOTA,"['ALÍQUOTA ESPECÍFICA', 'CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO (CIDE)', 'CONTRIBUIÇÃO SOCIAL', 'FATURAMENTO', 'IMPOSTO SOBRE A EXPORTAÇÃO (IE)', 'IMPOSTO SOBRE A IMPORTAÇÃO (II)', 'RECEITA BRUTA', 'TAXA', 'VALOR ADUANEIRO']",IMPOSTO AD VALOREM,,aliquot ad valor
BOLSA DE VALORES,"['DEC DIREITO ECONÔMICO', 'DEM DIREITO EMPRESARIAL']",,,,"['APLICAÇÃO FINANCEIRA', 'CÂMBIO', 'CARTEIRA DE AÇÕES', 'COTAÇÃO', 'INVESTIDOR', 'INVESTIMENTO', 'MERCADO FUTURO', 'TÍTULO DE CRÉDITO']",,,bols de val
BOLSA DE VALORES DE SÃO PAULO,['INS INSTITUIÇÕES'],,,,,,BOLSA DE VALORES DE SÃO PAULO (BOVESPA),bols de val de sao paul
BOLSA DE VALORES DE SÃO PAULO (BOVESPA),['INS INSTITUIÇÕES'],,,,,BOLSA DE VALORES DE SÃO PAULO,,bols de val de sao paul (bovespa)
BOLSA DE VALORES DO RIO DE JANEIRO,['INS INSTITUIÇÕES'],,,,,,BOLSA DE VALORES DO RIO DE JANEIRO (BVRJ),bols de val do rio de jan
BOLSA DE VALORES DO RIO DE JANEIRO (BVRJ),['INS INSTITUIÇÕES'],,,,,BOLSA DE VALORES DO RIO DE JANEIRO,,bols de val do rio de jan (bvrj)
CONTRIBUIÇÃO PROVISÓRIA SOBRE MOVIMENTAÇÃO OU TRANSMISSÃO DE VALORES E DE CRÉDITOS E DIREITOS DE NATUREZA FINANCEIRA (CPMF),['DTR DIREITO TRIBUTÁRIO'],,,,,,CPMF,contribu provisor sobr moviment ou transmiss de val e de credit e direit de natur financ (cpmf)
DECLARAÇÃO ESPECIAL DE VALOR DE BAGAGEM,['DCS DIREITO DO CONSUMIDOR'],"

NOTA
Decreti 5.910/2006.""Art. 22, (...) 2.  No transporte de bagagem, a responsabilidade do transportador em caso de destruição, perda, avaria ou atraso se limita a 1.000 Direitos Especiais de Saque por passageiro, a menos que o passageiro haja feito ao transportador, ao entregar-lhe a bagagem registrada, uma declaração especial de valor da entrega desta no lugar de destino, e tenha pago uma quantia suplementar, se for cabível. Neste caso, o transportador estará obrigado a pagar uma soma que não excederá o valor declarado, a menos que prove que este valor é superior ao valor real da entrega no lugar de destino.
",,,['BAGAGEM'],,,declar espec de val de bag
DEMONSTRAÇÃO DO VALOR ADICIONADO,['DEM DIREITO EMPRESARIAL'],"

NOTA
Lei 6.404/1976: ""Art. 176. Ao fim de cada exercício social, a diretoria fará elaborar, com base na escrituração mercantil da companhia, as seguintes demonstrações financeiras, que deverão exprimir com clareza a situação do patrimônio da companhia e as mutações ocorridas no exercício:(...) V ¿ se companhia aberta, demonstração do valor adicionado...
",,,"['DEMONSTRAÇÃO DO RESULTADO DO EXERCÍCIO', 'SOCIEDADE ANÔNIMA']",,,demonstr do val adicion
DESVALOR DA AÇÃO,['DPE DIREITO PENAL'],,,,,,DESVALOR DA CONDUTA,desval da aca
FUNDO DE MANUTENÇÃO DE DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E DE VALORIZAÇÃO DO MAGISTÉRIO,['INS INSTITUIÇÕES'],,,,,,FUNDEF,fund de manutenc de desenvolv do ensin fundament e de valor do magist
FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO,['INS INSTITUIÇÕES'],,,,,,FUNDEB,fund de manutenc e desenvolv da educ basic e de valor do profiss da educ
FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO (FUNDEB),['INS INSTITUIÇÕES'],,,,,,FUNDEB,fund de manutenc e desenvolv da educ basic e de valor do profiss da educ (fundeb)
FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E DE VALORIZAÇÃO DO MAGISTÉRIO (FUNDEF),['INS INSTITUIÇÕES'],,,,,,FUNDEF,fund de manutenc e desenvolv do ensin fundament e de valor do magist (fundef)
IMPOSTO AD VALOREM,"['DCT DIREITO CONSTITUCIONAL', 'DTR DIREITO TRIBUTÁRIO']",,,,,,ALÍQUOTA AD VALOREM,impost ad valor
"IMPOSTO SOBRE OPERAÇÕES DE CRÉDITO, CÂMBIO E SEGURO, OU RELATIVAS A TÍTULOS OU VALORES MOBILIÁRIOS",['DTR DIREITO TRIBUTÁRIO'],,,,,,IOF,"impost sobr oper de credito, cambi e seguro, ou relat a titul ou val mobili"
"IMPOSTO SOBRE OPERAÇÕES DE CRÉDITO, CÂMBIO E SEGURO, OU RELATIVAS A TÍTULOS OU VALORES MOBILIÁRIOS (IOF)",['DTR DIREITO TRIBUTÁRIO'],,,,,,IOF,"impost sobr oper de credito, cambi e seguro, ou relat a titul ou val mobili (iof)"
IMPUGNAÇÃO AO VALOR DA CAUSA,"['DIC DIREITO CIVIL', 'DPC DIREITO PROCESSUAL CIVIL']",,,,['VALOR DA CAUSA'],,,impugn ao val da caus
JUSTO VALOR,['DIC DIREITO CIVIL'],,,,"['AVALIAÇÃO', 'INDENIZAÇÃO']",,,just val
PAUTA DE VALOR MÍNIMO,['DTR DIREITO TRIBUTÁRIO'],,,,"['DUMPING', 'IMPOSTO SOBRE A IMPORTAÇÃO (II)', 'PREÇO DE REFERÊNCIA']",,,paut de val min
PRINCÍPIO DA VALORIZAÇÃO DO PROFISSIONAL DA EDUCAÇÃO ESCOLAR,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Veja art. 206, inciso V da Constituição Federal de 1988.
",,,,,,principi da valor do profiss da educ escol
PRINCÍPIO DA VALORIZAÇÃO DO TRABALHO HUMANO,['DCT DIREITO CONSTITUCIONAL'],,,,,,PRINCÍPIO DO VALOR SOCIAL DO TRABALHO,principi da valor do trabalh human
PRINCÍPIO DO VALOR SOCIAL DO TRABALHO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
CF/1988: ""Art. 1º A República Federativa do Brasil, formada pela união indissolúvel dos Estados e Municípios e do Distrito Federal, constitui-se em Estado Democrático de Direito e tem como fundamentos: (...) IV - os valores sociais do trabalho e da livre iniciativa;
",,,['LIVRE INICIATIVA'],PRINCÍPIO DA VALORIZAÇÃO DO TRABALHO HUMANO,,principi do val soc do trabalh
PRINCÍPIO DO VALORISMO MONETÁRIO,['DIC DIREITO CIVIL'],"

NOTA
Artigo 317 do Código Civil
",,,['VALOR REAL'],,,principi do valor monet
RECEITAS DE VALORES MOBILIÁRIOS,['DFI DIREITO FINANCEIRO'],,,RECEITA PATRIMONIAL,,,,receit de val mobili
RELEVANTE VALOR MORAL,['DPE DIREITO PENAL'],,,,,,RELEVANTE VALOR SOCIAL,relev val moral
SERVIÇO DE VALOR ADICIONADO (SVA),['DAD DIREITO ADMINISTRATIVO'],"

NOTA
Lei 9.295/1996 dispõe sobre os serviços de telecomunicações e seu órgão regulador. Seu artigo 10, revogado pela Lei 9.472/1997, trazia a seguinte definição: 
""Art. 10. É assegurada a qualquer interessado na prestação de Serviço de Valor Adicionado a utilização da rede pública de telecomunicações. 
Parágrafo único. Serviço de Valor Adicionado é a atividade caracterizada pelo acréscimo de recursos a um serviço de telecomunicações que lhe dá suporte, criando novas utilidades relacionadas ao acesso, armazenamento, apresentação, movimentação e recuperação de informações, não caracterizando exploração de serviço de telecomunicações.""
",,SERVIÇO DE TELECOMUNICAÇÃO,,,,servic de val adicion (sva)
TAXA AD VALOREM,"['DCT DIREITO CONSTITUCIONAL', 'DTR DIREITO TRIBUTÁRIO']",,,,,,ALÍQUOTA AD VALOREM,tax ad valor
TRANSFERÊNCIA DE VALORES,['DFI DIREITO FINANCEIRO'],,,,,,,transfer de val
VALOR,"['DIC DIREITO CIVIL', 'DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL', 'DTR DIREITO TRIBUTÁRIO']","

NOTA
Qualidade pela qual determinada pessoa ou coisa é estimável em maior ou menor grau.
",VALOR ADUANEIRO,CRIME CONTRA AS RELAÇÕES DE CONSUMO,"['FALSIDADE IDEOLÓGICA', 'PREÇO']",,,val
VALOR ADICIONADO,['DTR DIREITO TRIBUTÁRIO'],,,,,,VALOR AGREGADO,val adicion
VALOR ADICIONAL FISCAL,['DTR DIREITO TRIBUTÁRIO'],,,,,,VALOR ADICIONAL FISCAL (VAF),val adic fiscal
VALOR ADICIONAL FISCAL (VAF),['DTR DIREITO TRIBUTÁRIO'],,,,['IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS (IPI)'],VAF,,val adic fiscal (vaf)
VALOR ADUANEIRO,['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Conceito previsto no artigo 149, § 2º, III, ""a"" da Constituição Feder
",,VALOR,"['ACORDO GERAL SOBRE TARIFAS E COMÉRCIO (GATT)', 'ALÍQUOTA AD VALOREM', 'CONTRIBUIÇÃO SOCIAL', 'IMPOSTO SOBRE A IMPORTAÇÃO (II)']",,,val aduan
VALOR AGREGADO,['DTR DIREITO TRIBUTÁRIO'],,,,"['FUNDO DE PARTICIPAÇÃO', 'FUNDO DE PARTICIPAÇÃO DOS ESTADOS E DO DISTRITO FEDERAL (FPE)', 'FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS (FPM)', 'ICMS', 'VALOR TOTAL']",VALOR ADICIONADO,,val agreg
VALOR ARTÍSTICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Relativo ao patrimônio cultural brasileiro dos bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem: os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. (Art. 216, V, da CF/88)
",,,"['VALOR ESTÉTICO', 'VALOR HISTÓRICO', 'VALOR PAISAGÍSTICO', 'VALOR TURÍSTICO']",,,val artist
VALOR BÁSICO,['DIC DIREITO CIVIL'],,,VALOR,,,,val basic
VALOR BRUTO,['DTR DIREITO TRIBUTÁRIO'],,,VALOR,['NOTA FISCAL'],,,val brut
VALOR CONSTITUCIONAL,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Ideais construídos sistemática, histórica e culturalmente a partir do que prevê Constituição.
",,VALOR,['PRINCÍPIO CONSTITUCIONAL'],,,val constituc
VALOR DA CAUSA,"['DPC DIREITO PROCESSUAL CIVIL', 'DPP DIREITO PROCESSUAL PENAL', 'DTB DIREITO TRABALHISTA']",,,,"['CUSTAS', 'HONORÁRIOS ADVOCATÍCIOS', 'IMPUGNAÇÃO AO VALOR DA CAUSA', 'MULTA', 'PETIÇÃO INICIAL', 'SUCUMBÊNCIA']",,,val da caus
VALOR DEVIDO,"['DIC DIREITO CIVIL', 'DTR DIREITO TRIBUTÁRIO']",,,VALOR,,QUANTUM DEBEATUR,,val dev
VALOR ECONÔMICO,"['DAD DIREITO ADMINISTRATIVO', 'DIC DIREITO CIVIL', 'DPE DIREITO PENAL']","

NOTA
Apreciação feita pelo indivíduo da importância de um bem, com base na utilidade e limitação relativa da riqueza, e levando em conta a possibilidade de sua troca por quantidade maior ou menor de outros bens. (Dicionário Michaellis Eletrônico).
",,VALOR,"['ÁREA DE PRESERVAÇÃO PERMANENTE (APP)', 'CARÁTER ECONÔMICO', 'COISA FURTADA', 'COMERCIALIZAÇÃO', 'COMÉRCIO', 'CONTRATO', 'DESAPROPRIAÇÃO', 'EXCLUDENTE DE ILICITUDE', 'INDENIZAÇÃO', 'LESÃO À ORDEM PÚBLICA', 'LICITAÇÃO', 'ORDEM PÚBLICA', 'PRINCÍPIO DA INSIGNIFICÂNCIA', 'PRIVATIZAÇÃO', 'TÍTULO DA DÍVIDA PÚBLICA', 'TRÁFICO DE DROGAS']",,,val econom
VALOR EM ESPÉCIE,['NOC NOMES COMUNS'],"

NOTA
Utilizar para fazer referência a cédulas ou moedas.
",,,"['CORRUPÇÃO', 'DINHEIRO', 'VANTAGEM INDEVIDA']",,,val em especi
VALOR ESTÉTICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Relativo ao patrimônio cultural brasileiro dos bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem: os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. (Art. 216, V, da CF/88)
",,,"['VALOR ARTÍSTICO', 'VALOR HISTÓRICO', 'VALOR PAISAGÍSTICO', 'VALOR TURÍSTICO']",,,val este
VALOR EXCEDENTE,['DIC DIREITO CIVIL'],,,VALOR,,,,val exced
VALOR HISTÓRICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Relativo ao patrimônio cultural brasileiro dos bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem: os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. (Art. 216, V, da CF/88)
",,,"['VALOR ARTÍSTICO', 'VALOR ESTÉTICO', 'VALOR PAISAGÍSTICO', 'VALOR TURÍSTICO']",,,val histor
VALOR INCONTROVERSO,['DIC DIREITO CIVIL'],,,VALOR,,,,val incontrovers
VALOR INESTIMÁVEL,['DPC DIREITO PROCESSUAL CIVIL'],"

NOTA
Aquele que não se vislumbra benefício patrimonial imediato.
",,VALOR,,,,val inestim
VALOR ÍNFIMO,"['DIC DIREITO CIVIL', 'DPC DIREITO PROCESSUAL CIVIL', 'DPE DIREITO PENAL']","

NOTA
Que ou o que é o mais baixo de todos; que ocupa o lugar mais baixo numa hierarquia. (Houaiss)
",,,['PRINCÍPIO DA INSIGNIFICÂNCIA'],VALOR INSIGNIFICANTE,,val inf
VALOR INSIGNIFICANTE,['DPE DIREITO PENAL'],,,,,,VALOR ÍNFIMO,val insignific
VALOR INSUFICIENTE,['DIC DIREITO CIVIL'],,,VALOR,,,,val insufici
VALOR INTEGRAL,['DIC DIREITO CIVIL'],,,VALOR,['VALOR TOTAL'],,,val integr
VALOR IRRISÓRIO,"['DIC DIREITO CIVIL', 'DPC DIREITO PROCESSUAL CIVIL', 'DPE DIREITO PENAL']",,,,,,VALOR ÍNFIMO,val irrisori
VALOR MÍNIMO ANUAL POR ALUNO,['DTR DIREITO TRIBUTÁRIO'],,,,,,VALOR MÍNIMO ANUAL POR ALUNO (VMAA),val min anual por alun
VALOR MÍNIMO ANUAL POR ALUNO (VMAA),['DTR DIREITO TRIBUTÁRIO'],,,VALOR,,VALOR MÍNIMO ANUAL POR ALUNO,,val min anual por alun (vmaa)
VALOR NÃO DECLARADO,['DTR DIREITO TRIBUTÁRIO'],,,,['CONFISCO'],,,val nao declar
VALOR NOMINAL,"['DCS DIREITO DO CONSUMIDOR', 'DIC DIREITO CIVIL']",,,,['PRINCÍPIO DO NOMINALISMO MONETÁRIO'],,,val nom
VALOR PAGO,"['DIC DIREITO CIVIL', 'DPC DIREITO PROCESSUAL CIVIL']",,,,,,QUANTIA PAGA,val pag
VALOR PAISAGÍSTICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Relativo ao patrimônio cultural brasileiro dos bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem: os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. (Art. 216, V, da CF/88)
",,,"['VALOR ARTÍSTICO', 'VALOR ESTÉTICO', 'VALOR HISTÓRICO', 'VALOR TURÍSTICO']",,,val paisagis
VALOR PRESUMIDO,['DIC DIREITO CIVIL'],,,VALOR,['SUBSTITUIÇÃO TRIBUTÁRIA'],,,val presum
VALOR PROBATÓRIO,['DIC DIREITO CIVIL'],"

NOTA
Que ou o que prova, demonstra (algo); probante, comprobatório. (HOUAISS, Antônio. Dicionário Eletrônico Houaiss da Língua Portuguesa. Versão 1.0. Objetiva, 2003)
",,VALOR,"['CORROBORAÇÃO RECÍPROCA', 'DIREITO PROBATÓRIO', 'PROVA', 'VERDADE PROCESSUAL']",,,val probatori
VALOR REAL,"['DEM DIREITO EMPRESARIAL', 'DIC DIREITO CIVIL']",,,VALOR,"['INDENIZAÇÃO', 'PRINCÍPIO DO VALORISMO MONETÁRIO', 'VALOR VENAL']",,,val real
VALOR RECEBIDO EM VIDA,['DPR DIREITO PREVIDENCIÁRIO'],,,,"['GRATIFICAÇÃO', 'PENSÃO POR MORTE', 'VERBA REMUNERATÓRIA']",,,val receb em vid
VALOR RECOLHIDO,['DIC DIREITO CIVIL'],,,VALOR,,,,val recolh
VALOR RESIDUAL,['DIC DIREITO CIVIL'],,VALOR RESIDUAL GARANTIDO (VRG),VALOR,['VALOR TOTAL'],,,val resid
VALOR RESIDUAL GARANTIDO,"['DEM DIREITO EMPRESARIAL', 'DIC DIREITO CIVIL']",,,,,,VALOR RESIDUAL GARANTIDO (VRG),val resid garant
VALOR RESIDUAL GARANTIDO (VRG),"['DEM DIREITO EMPRESARIAL', 'DIC DIREITO CIVIL']",,,VALOR RESIDUAL,['CONTRATO DE ARRENDAMENTO MERCANTIL'],VALOR RESIDUAL GARANTIDO,,val resid garant (vrg)
VALOR TOTAL,['DTR DIREITO TRIBUTÁRIO'],,,VALOR,"['VALOR AGREGADO', 'VALOR INTEGRAL', 'VALOR RESIDUAL']",,,val total
VALOR TURÍSTICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Relativo ao patrimônio cultural brasileiro dos bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem: os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. (Art. 216, V, da CF/88)
",,,"['VALOR ARTÍSTICO', 'VALOR ESTÉTICO', 'VALOR HISTÓRICO', 'VALOR PAISAGÍSTICO']",,,val turis
VALOR VENAL,"['DIC DIREITO CIVIL', 'DTR DIREITO TRIBUTÁRIO']","

NOTA
Valor venal constitui a base de cálculo tanto do IPTU quanto do ITBI (arts. 33 e 38 da lei 5.172/1996 ¿ Código Tributário Nacional). Sua definição leva em conta o preço estimado em uma operação de compra e venda à vista, em condições normais do mercado imobiliário, admitindo-se a diferença de até 10% para mais ou para menos. A fixação da base de cálculo deve seguir critérios a serem definidos em Lei Municipal (art. 156 da Constituição Federal de 1988). (HARADA, Kiyoshi. Valor venal: prevalência do conceito legal . Jus Navigandi, Teresina, ano 12, n. 1784, 20 maio 2008. Disponível em: <http://jus2.uol.com.br/doutrina/texto.asp?id=11272>. Acesso em: 02 out. 2009.
",IPTU PROGRESSIVO,,"['IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA (IPTU)', 'IMPOSTO SOBRE TRANSMISSÃO DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS (ITBI)', 'TABELA', 'VALOR REAL']",,,val venal
VALORAÇÃO,['MOD MODIFICADORES'],,,,,,,valor
VALORAÇÃO DA PROVA,"['DPC DIREITO PROCESSUAL CIVIL', 'DPP DIREITO PROCESSUAL PENAL', 'DTB DIREITO TRABALHISTA']","

NOTA
Indica uma atividade exclusiva do juiz, constituindo um modo de proceder que precede à formação do convencimento, sobretudo no seu momento conclusivo. Portanto, representa um pressuposto para atingir-se o resultado do convencimento judicial. (ROSITO, Francisco. Direito probatório: as máximas de experiência em juízo. Porto ALegre: Livraria do Advogado, 2007. p. 40)
",,,"['DIREITO PROBATÓRIO', 'LIVRE CONVICÇÃO', 'PRINCÍPIO DO LIVRE CONVENCIMENTO MOTIVADO', 'PROVA', 'SISTEMA DA PROVA TARIFADA', 'VERDADE PROCESSUAL']",,,valor da prov
VALORIZAÇÃO,['MOD MODIFICADORES'],"

NOTA
Dar valor, importância a (algo, alguém ou a si próprio) ou reconhecer-lhe o valor de que é dotado.
",,,['DEFERÊNCIA'],,,valor
VANTAGEM INDEVIDA,['DPE DIREITO PENAL'],,,,"['CONTRAPARTIDA', 'CORRUPÇÃO ATIVA', 'TRÁFICO DE INFLUÊNCIA', 'USURPAÇÃO DE FUNÇÃO PÚBLICA', 'VALOR EM ESPÉCIE']",VANTAGEM IRREGULAR,,vantag indev
VARA CRIMINAL,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL']",,,VARA,['JUÍZO CRIMINAL'],,,var crim
VARA ÚNICA,"['DPE DIREITO PENAL', 'DPP DIREITO PROCESSUAL PENAL', 'DTB DIREITO TRABALHISTA']",,,VARA,"['CONFLITO DE COMPETÊNCIA', 'DESAFORAMENTO']",,,var unic
VEÍCULO CLONADO,['DPE DIREITO PENAL'],,,VEÍCULO AUTOMOTOR,"['ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR', 'PLACA DE IDENTIFICAÇÃO DE VEÍCULO AUTOMOTOR', 'VEÍCULO FURTADO']",,,veicul clon
VEÍCULO FURTADO,['DPE DIREITO PENAL'],,,VEÍCULO AUTOMOTOR,"['BOLETIM DE OCORRÊNCIA', 'RECEPTAÇÃO CULPOSA', 'RECEPTAÇÃO DOLOSA', 'VEÍCULO CLONADO']",,,veicul furt
